Level,Date and Time,Source,Event ID,Task Category
Information,1/30/2024 3:56:54 PM,Microsoft-Windows-TPM-WMI,1282,None,The TBS device identifier has been generated.
Information,1/30/2024 3:56:53 PM,Netwtw10,7021,None,7021 - Connection telemetry fields and analysis usage
Information,1/30/2024 3:56:53 PM,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://127.0.0.1:28385:127.0.0.1/intel/) to URL group (0xFE00000320000001). Status: 0x0. Process Id 0x2850 Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/30/2024 3:56:53 PM,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFE00000320000001. Status 0x0. Process Id 0x2850 Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/30/2024 3:56:53 PM,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://127.0.0.1:28390:127.0.0.1/) to URL group (0xFE00000020000001). Status: 0x0. Process Id 0x2850 Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/30/2024 3:56:53 PM,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFE00000020000001. Status 0x0. Process Id 0x2850 Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/30/2024 3:56:52 PM,TPM,18,None,This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information,1/30/2024 3:56:52 PM,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
WinSetupMon"
Error,1/30/2024 3:56:51 PM,Service Control Manager,7034,None,The GameInput Service service terminated unexpectedly.  It has done this 6 time(s).
Error,1/30/2024 3:56:51 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/30/2024 3:56:50 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 5 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/30/2024 3:56:50 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/30/2024 3:56:49 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 4 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/30/2024 3:56:49 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Information,1/30/2024 3:56:49 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'gameflt' (10.0, ‎2010‎-‎06‎-‎15T11:47:08.000000000Z) has successfully loaded and registered with Filter Manager."
Error,1/30/2024 3:56:48 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 3 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/30/2024 3:56:48 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/30/2024 3:56:47 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 2 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/30/2024 3:56:47 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/30/2024 3:56:45 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Information,1/30/2024 3:56:45 PM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\esif_uf.exe (process ID:10444) reset policy scheme from {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c} to {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c}
Information,1/30/2024 3:56:45 PM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\esif_uf.exe (process ID:10444) reset policy scheme from {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c} to {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c}
Error,1/30/2024 3:56:45 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Warning,1/30/2024 3:56:43 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name _nos._tcp.nos.avast.com. timed out after none of the configured DNS servers responded. Client PID 4548.
Information,1/30/2024 3:56:23 PM,Netwtw10,7021,None,7021 - Connection telemetry fields and analysis usage
Information,1/30/2024 3:56:17 PM,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\WINDOWS\system32\IntelIHVRouter10.dll
"
Information,1/30/2024 3:56:16 PM,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,1/30/2024 3:56:15 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:3387/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/30/2024 3:56:15 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:3392/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/30/2024 3:56:15 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10247/apps/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/30/2024 3:56:15 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10243/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/30/2024 3:56:15 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:10245/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/30/2024 3:56:15 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/30/2024 3:56:15 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10246/MDEServer/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/30/2024 3:56:15 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2869/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/30/2024 3:56:15 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:5985/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/30/2024 3:56:15 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:47001/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/30/2024 3:56:15 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:5986/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/30/2024 3:56:15 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://*:5358/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/30/2024 3:56:15 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:80/Temporary_Listen_Addresses/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/30/2024 3:56:15 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:5357/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/30/2024 3:56:14 PM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,1/30/2024 3:56:13 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2032‎-‎10‎-‎20T09:22:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/30/2024 3:56:13 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2039‎-‎04‎-‎22T09:36:38.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/30/2024 3:56:13 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎1990‎-‎04‎-‎22T16:36:26.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/30/2024 3:56:13 PM,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎1990‎-‎04‎-‎22T16:36:26.000000000Z) unloaded successfully."
Information,1/30/2024 3:56:13 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎1990‎-‎04‎-‎22T16:36:26.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/30/2024 3:56:13 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2089‎-‎07‎-‎07T01:42:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/30/2024 3:56:13 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎2059‎-‎02‎-‎13T17:28:11.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/30/2024 3:56:13 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bfs' (10.0, ‎1989‎-‎12‎-‎07T18:41:03.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/30/2024 3:56:13 PM,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,1/30/2024 3:56:13 PM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,1/30/2024 3:56:13 PM,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,1/30/2024 3:56:13 PM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,1/30/2024 3:56:12 PM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,1/30/2024 3:56:12 PM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,1/30/2024 3:56:12 PM,Microsoft-Windows-Directory-Services-SAM,16983,None,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information,1/30/2024 3:56:12 PM,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,1/30/2024 3:56:12 PM,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Warning,1/30/2024 3:56:12 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Information,1/30/2024 3:56:11 PM,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Warning,1/30/2024 3:56:11 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: sfapm"
Warning,1/30/2024 3:56:11 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: schannel"
Warning,1/30/2024 3:56:11 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: wdigest"
Warning,1/30/2024 3:56:11 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: cloudap"
Warning,1/30/2024 3:56:11 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: pku2u"
Warning,1/30/2024 3:56:11 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: tspkg"
Warning,1/30/2024 3:56:11 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Warning,1/30/2024 3:56:11 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: kerberos"
Warning,1/30/2024 3:56:11 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: negoexts"
Information,1/30/2024 3:56:11 PM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,1/30/2024 3:56:11 PM,LsaSrv,6156,None,"Virtualization Based Security for Credential Guard auto enablement status.

Hardware Requirements:	1
Domain Joined:	0
Azure AD Joined:	0"
Information,1/30/2024 3:56:11 PM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,1/30/2024 3:56:11 PM,Microsoft-Windows-Wininit,18,None,VBS Key Isolation was started and will protect VSM-isolated keys.
Information,1/30/2024 3:56:11 PM,Microsoft-Windows-IsolatedUserMode,1,None,Secure Trustlet \??\C:\WINDOWS\system32\lsaiso.exe Id 1 and Pid 600 started with status STATUS_SUCCESS.
Information,1/30/2024 3:56:11 PM,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information,1/30/2024 3:56:11 PM,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration:

Registry Configuration: 0x2
Test Configuration: 0
Auto Enablement: 1"
Warning,1/30/2024 3:56:11 PM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device HID\Vid_8087&Pid_0AC2\6&1564e45f&0&0000.
